content,rating
Alhamdulillah semoga terus berkembang dengan lebih efektif,5
Bagus,5
sangat membantu,5
sangat membantu bila ada perubahan data atau kelas bisa langsung lewat aplikasi ga perlu datang ke kantor cabang,5
"ambil antrian online masa gk bisa bisa, dokternya banyak, tpi kuota antrian 0 semua, sekalinya ad udh full, dan itu pun setiap hari kondisinya gk berubah, jadi percuma ada kolom ambil antrian online tpi gk bisa digunakan",2
"kenapa setiap kali daftar kunjungan selalu muncul notif poli tidak ditemukan ? padahal sudah skrining, apa iya saya harus ke faskes ? katanya bisa skrining mandiri, ini bagaimana? padahal butuh banget ini buat ambil antrian,mohon responnya",4
lancar jaya aplikasi no macet2,5
mantappz membantu sekali terima kasih mobile jkn,5
sangat membantu,5
sangat membantu,5
"aplikasi dikit"" eror nggak bisa ambil antrian.. trobel mulu",1
sangat membantu aplikasi jkn,5
Trimakasih sudah sangat membantu,5
br tau klo bpjs ad app ny. jd lbh mdah unt aksesny.. bs tau tnggakn dll tntg kshtan,5
"sangat membantu sekali, trima kasih",5
Ok,5
"kata y mempermudah,semenjak di perbarui bukan y gampang malah tambah ribet,masuk aja salah melulu.",1
ok lah,4
buatlah aplikasi tidak berdasarkan no hp. cukup no nik. byk pasien yg menggunakan no hp lama yg sudah tidak aktif atau hilang. terkadang dlm satu KK tidak bisa memuat anggota keluarga. buatlah lebih fleksibel. bisa digunakan perorangan atau bisa juga menambahkan anggota keluarga yg Laen.,3
bagus,5
lebih mudah pendaftarannya,5
kok setelah pindah dari pemerintah ke mandi akun ku diminta autodebit tp pilih finpay malah gagal terus gmn ini? udh ke kantor BPJS ya masih tetep sedangkan saya harus kontrol ke spesialis,3
susah masuk nik salah terus padahal bener😞,1
sangat buruk aplikasi ini menyusah kan,1
"sangat membantu, dan memberi pelayanan baik",5
sangat membantu,5
sangat membantu,5
sangat membantu jadi ga perlu jauh jauh ke kantor BPJS untuk merubah nya,5
"tbtb log out sndri saat mau log in slalu salah di pswd , klik lupa password masukin pakai nomer cobalagi terus ini harus gimana",2
"ambil antrean online ga bisa karena belum ada rekam medis di faskes tujuan ., udah klik setuju juga ga bisa bisa ., ngapain tanya konfirmasi segala kalo ga bisa di klik persetujuan nya.",1
cepat baguss,5
memudahkan mendaftar saat berobat,5
mantap,5
mantap,5
good,5
mantap apk nya bisa di akses dengan mudah,5
bagus,5
bagus,5
"sering log out sendiri , masuk lgi d ktakan slah pdhal pas aja",3
Good Job,5
apk ini memudahkan aku buat ganti faskes dan ga ribet bawa bawa kartu,5
bagus,5
sangat membantu 🙏🙏🙏,5
bagus,5
Memudahkan dalam proses pengobatan pribadi dan anggota keluarga. Pindah faskes hanya cukup buka aplikasi tidak perlu repot lagi,5
ok,5
"Kenapa yah, saat saya mendaftar untuk masuk, sudah saya semua seperti NIK, nama lengkap. Lalu verifikasi wajah kamera. MASALAH NYA DI VERIFIKASI WAJAH KAMERA, susah sekali!! semua udah memenuhi perintah, cahaya terang banget, muka polos tidak ada apa apa, tetap saja gagal. sudah beberapa kali mencoba, bahkan hampir berhari hari berharap bisa, tapi hasil nihil. dan cukup repot jika harus datang ke kantor cabang BPJS, karena lokasinya jauh sekali, dan sangat diperlukan",1
bisa ga apps pemerintah gini dibuat dengan desainer ui yang bagus ? ga asal jadi. pls lah entah kenapa semua ui pemerintah jelek jelek,1
good,5
sangat membantu dan memudah kan pengguna bpjs,5
mantap lah,4
bagus,5
"sudah beberapa tahun merasakan manfaat program Bpjs pemerintah dalam berobat, sayang nya sekarang ada pembatasan berobat pakai KIS jadi sebulan sekali ..",5
aplikasi mudah digunakan. pertahankan,5
oke,5
sangat baik,5
mantap,5
bagus,5
aplikasi rusak sering ganguan,1
sudah bagus,5
cukup bagus,4
lumayan lah untuk cek kartu dan ganti faskes lebih mudah.sayang fitur tambah keluarga dan kurangi anggota masih ribet dan susah,4
"NiK sdh sesuai,pasword sdah sesuai ,setiap login selalu di tolak...betul betul aplikasi rumit...sungguh mengecewakan..buruk sekali.",1
oke,5
setelah update malah ada beberapa anggota keluarga tidak masuk dalam daftar paskes... g mana solusinya... sebelumnya aman aja,4
sangat membantu,5
pelayanan ok,5
"sumpah emosi. log out otomatis sendiri dari aplikasi, lalu mau log in lagi gabisa. error, NIK salah lah, password salah lah, klik lupa password minta otp lewat email malah nggak terdaftar padahal sebelumnya uda pernah verifikasi pake nomor telepon malah gabisa juga. sampai sekarang belum bisa log in. tolong lah, diperbaiki app nya.",1
sangat mudah dan simpel,5
aplikasi dengan pelayanan buruk. kirim kode verifikasi aja error terus,1
"aplikasi keluar sendiri mau klik lupa password no hp sudah tidak aktif email juga sudah tidak aktif,,aplikasi nya masih harus diperbaiki lagi pelayanan nya",1
"makin kesini fasilitasnya makin ok, semua dipermudah terima kasih",5
josparjosss,5
sangat membantu trima kasih,5
setelah sekian lama dalam penantian dalam kinerja mobile JKN sudah mulai oftimal.. thanks,5
bagus sangat membantu,5
mantap,5
good,5
sangat membantu dan mudah di gunakan,5
bagus,5
sangat membantu,5
"terima kasih, bisa digunaoan tanpa hambatan",5
aplikasi apa ini verivikasi nomor susah tunggu lama banget bikin aplikasi berguna lah sedikit bukan mudah malah susah mending engga usah di bikin aplikasi ini buang dana masyrakat aja masa verivikasi aja bayar dasar tolol aku verivikasi film aja grafis masa harus bayar,1
mau ubah data tak bisa,4
bagus dan sangat bermanfaat,5
Sangat membantu untuk rujukan berjenjang,5
mantap,5
rekomended,5
kenapa gak bisa screenshot cok,1
pelayanan sangat bagus,5
"Ambil antrian tgl 7 Januari 2026 kuota penuh, ambil hari berikutnya katanya antrian sudah dipakai.. hub cs suruh daftar manual. trs apa gunanya jkn..",1
tolong cepat respon lah,1
"Selalu log out otomatis dari aplikasi, saat log in lagi gagal terus, NIK salah, password salah. Nyoba ganti dengan pilihan lupa password, gak bisa kirim OTF lewat email katanya email tidak terdaftar padahal sebelumnya sudah pernah verifikasi bahkan emailnya juga masih ada dikotak masuk.",1
ok banget,5
mudah dalam penggunaan,5
Layar suka berubah sendiri dari mode portrait jadi landscape dan sulit dikembalikan ke mode awal lagi (portrait) padahal pengaturan di HP sudah terkunci portrait.,1
cukup bagus,5
Sagat membantu untuk gotong royong hidup dengan sehat...,5
mantab,5
bagus sangat membantu bangettt,5
"aplikasi bobrok, mau login gx bisa nik salah mulu.",1
apk keren👍🏻,5
"ini aplikasi bagus banget, keren3x mantap, memudahkan semuanya, Terimakasih banyak ya JKN",5
"mempercepat,sangat bagus",4
sangat mbantu sekali terimakasih atas pelayanannya...,5
kenapa setiap mau masuk harus login dulu daftar lagi kartu nik...udah daftar kartu nik sma pasword nya pasti gagal trs...aneh..bikin emosi...setiapa bulan d Mbanking ke potong trs...setiap mau login gak bisa trs,2
"bagus aplikasi nya , berfungsi sangat baik",5
mantap dan bantuan masyarakat Indonesia,5
Apapun dengan hal pelayanan pemerintah selalu sulit dan dipersulit !,1
terbaik,5
👍👍,5
sangat memuaskan pelayanan nya trima kasih bpjs,5
ok,5
cepat tepat,5
aplikasi nya jelek katanyaa masukan biometrik wajah pas di pas kan wajah nya nggak kena kena aplikasi ini aplikasi kasi bobrok,1
Ok Mantap,5
"tidak bisa lihat riwayat untuk peserta yang lain, cuma utama saja",2
logout sampe sekarang gak bisa masuk. coba lupa kata sandi. kode OTP nya kaga di kasih2. apalah ini aplikasi. malah memeprsulit penggunanaya,1
bagus,3
sangat membantu dari antrian banyak,5
jossss,5
plenger udh make nomer baru verifikasi otp Mlah mke nomer lama nger nger benerin dlu aplikasinya nger,1
kenapa aplikasi jkn mobile tidak bisa di gunakan,5
"aplikasinya bagus, sangat membantu sekali, pokonya top...",5
"katanya daftar mesti online, kalo aplikasinya eror terus gimana mau berobat yg sakit, apa nunggu parah pasien nya????",1
pliss chat pandawa trs mau ngurus administrasii tapi kenapa tulisannya peningkatan trs dari semalem? soalnyaa urgent bgtttt niiii kaaaa mau ganti nomer hp buat ke rs 😭😭😭,3
aplikasinya selalu trouble,1
pelayanan sangat baik dan cepat,5
keseringa error,1
baik,5
suka dilay apk nya,4
"sangat membantu, terus tingkatkan kinerjanya untuk kemudahan masyarakat. terima kasih banyak",5
JKN mantap lanjut terus,5
"mempermudah untuk berobat ke puskesmas atau rujukan ke rumah sakit, ga perlu datang pagi² untuk ambil antrian, cukup dari rmh saja udh dpt nomor antrian",5
mulai ada perbaikan yg baik di aplikasi,4
sangat bermanfaat,5
mantap,5
"aplikasinya bagus si, cuma pas mau masuk tuh paling sebel scan wajah, gajadi jadi, nyusahin",5
"JKN tak bisa di screenshoot, saya butuh untk konfirmasi online kontrol sehat",1
"aplikasinya sangat buruk. harus diperbaiki dan ditingkatkan lagi. masa aplikasi nganggur jarang dipake, dipake paling buat liat tagihan pembayaran tapi setiap mau masuk katanya sesi habis. harus masuk ulang, dan itu kadang gak berhasil. ada aja yang salah katanya. gabisa banget dipake buat cepetan. kalo kaya gini",1
respon sangat cepat 🙏 trimah kasih😇,5
sangat membantu,5
👍,5
👍,1
"nga bisa login, padahal password dan nik sudah bener . nga jelas bgtt deh, nga manfaat kalo gituu nih aplikasinya nga bisa kebuka . gagal terus buat login dgnakasan kata sandi salah coba lagii, udah di buat baru pasword nya. tapi tetep gabisa login !!",1
"Terimakasih mobile JKN,,dgn aplikasi ini kami bisa mengecek BPJS. Alhamdulillah kemarin sangat membantu waktu istri melahirkan. Sehat dan sukses selalu para pegawainya ☺️",5
"pada bagian menu kartu, jangan kasih watermark NIK, tolong hapus. karena sekarang gada kartu fisik jadi klo butuh data kita sering screenshot langsung di aplikasi.",1
"mau aktivasi dan mengubah segmen ke mandiri itu harus daftar autodebit, tapi error terus ga bisa terproses saat isi data bank lain error pas mau milih bank bca juga ga bisa.",2
"aplikasi kyk ktl, nanya informasi nomer kpj kesehatan aja dipersulit, kudu bgt pake email sama nomer hp lama buat masuk, giliran mau diganti persyaratannya kayak mau lapor polisi",1
TOP,5
makin mantabs,5
"sering log out sendiri, saat login ulang pass selalu salah",1
"nga bisa ngambil antrean, ambil antrean dah macam ngewar konser tiket blackpink gagal terus jadwal kosong terus herann",1
aplikasi ini membantu saya pindah wilayah berobat,5
muantab,5
sangat membantu dalam pelayanan faskes tidak menunggu antrian lama. tapi selalu log out sendiri trus minta password dan nik sudah di masukan selalu salah mohon bantuannya,5
nunggu otp sampe ganti presiden,1
sangat membantu,5
Nice,4
sangat membantu,5
bagus pelayanan nya mudah dan gak ribet,5
sangat baik dan muda,5
"Log out sendiri,mau login salah sandi dst.ribet",1
sangat memuaskan,5
Ok,5
kami ingin mempermudah daftar antrian saat kontrol untuk berobat,5
mantab,5
"terlalu sulit untuk melakukan verifikasi wajah, tolong di perbaiki agar pendaftaran tidak sulit untuk orang yang sudah lanjut usia",1
"APLIKASI SAMPAH...NIK UDAH BENE,PIN UDAH BENER,CAPCAH UDAH BENER.......SALAHNYA DI MANA.....?????EMANG YAH KALO APLIKASI SAMPAH YA KYA GINI....",1
ok,4
"ini aplikasi paling berak, paling tolol dan pling ribet, suka log out gak jls, dikit2 log out sndiri, kadang ngelag mana hrus pkek pulsa pula niat gk sih sbnrnya ngasih layanan jujur makin ribet ad aplikasi ini bukannya malah gampang, nyusahin pasien pula, kadang waktu kontrol gk muncul di aplikasi dan hrus ke bgian informasi dlu, mending klo dket, ksian yg jauh, kek biji la ini yg buat kesalahan aplikasi tpi yg nanggung pasien,ayola bnerin lgi kinerjanya inituh nyusahin pasien, tolol bnr",1
Ga bisa dipakai di semua versi android..payah.,1
😓😓😓😓 error terus tiap mau daftar antrian,3
sangat memudahkan,5
good joob,5
kenapa no hp sudah di gunakan padah baru daftar,3
puas,5
mantap..mudah dipakai,5
semakin mudah,5
tolol susah banget verifikasi wajah,1
sangat membantu,5
bagus sangan berguna aplikasi inj,5
Terimakasih,5
sangat membantu,5
mantaf semoga makin berkembang,5
memudahkan dalam pengurusan kesehatan,5
kode otp nya gak di kirim² membagong kan,1
kenapa 1 Minggu gak diakses aja sudah suruh masuk in NIK pasword capcha... ribet banget sok sok an paling aman. ingat ya yg pakai JKN mobile ini semua kalangan. harusnya dipermudah simple kayak aplikasi2 lain gak seribet ini aksesnya.,1
Pelayanan memuaskan,5
memuaskan,5
splikasi gampang dan mudah,5
memudahkan masyarakat,5
mantul,5
mantap gan,5
sangat membantu,5
terbaik pokonya untuk penangana cepat,5
"otp ga masuk masuk, udah dicoba berkali-kali, berhari-hari, tetep ga masuk",1
sangat bagus,5
mantab,5
oke,5
"pindah faskes cepat, dengan apk jkn👍",5
keren dan bagus sekali apl nya memudahkan peserta bpjs,5
"maaf, anak saya yang nomer 3 tidak masuk kedalam peserta mobil jkn padahal di KK sudah masuk.. terimakasih 🙏",5
hidup lebih praktis😄,5
ga bisa verivikasi padahal udah di ikutin mau nya gimana capee bgt,1
gajelassssss kok ug foto gabisa gabisaaaa,1
sangat membantu sekali,5
like.membatu sekali,5
Sangat Bagus dan Berguna,5
"tiba tiba log out sendiri, email tidak terdaftar saat mau log in / masuk kembali padahal sebelumnya udh..",1
sangat cepat,5
sangat membantu dalam pemilihan faskes dan mengambil nomor antrian,5
"cepat,tepat & aman padtimya",5
sangat membantu,5
mantap,5
Sangat membantu dlm kesehatan dan sangat mudah pengunaannya,5
ok sangat membantu,5
memudahkan segala nya,5
fast proses,5
"sekarang kalo jarang dibuka suka kelogout sendiri. mau ngambil no antrean jadi susah karena sering ke logout. (edit) sekarang malah ngga bisa ngambil no antrean, malah tertera ""anda belum memiliki surat rujukan atau surat kontrol"" padahal ada suratnya biasanya langsung muncul ini malah ngga ada sama sekali gimana si",1
bagus,5
terimakasih,5
mudah di gunakan,5
mantab,5
cepat mudah efisien,5
coba tanyakan kenapa peserta mengganti dr. faskes,5
"Mau ambil antrian di Faskes 1 susah sekali, tidak pernah berhasil",1
bagus,5
terimakasih untuk pelayanan nya,5
simple,5
"setiap update aplikasi selalu log out sendiri, dan tidak bisa di login kembali",5
sangat membantu,5
lumayan membantu,5
perfect,5
semoga dapat di perbaiki lagi dan di tingkatkan kemabli kualitas aplikasinya,5
Mantapppppp,5
Sungguh sangat membantu sekali 👍,5
"anak saya mau daftar gabisa verifikasi wajah dan nomor, katanya sudah terdaftar padahal belum pernah. tolong dong dibenerin, masa iya bjps seperti ini?",1
ok membantu,5
sangat membantu trimakasih mobile jkn,5
saya SDH isi sesuai arahan pas mau daftar malah di salahkan NIK nya padahal itu SDH benar NIK nya,1
sangat membantu,5
sangat membantu pindah tempat berobat. dari puskesmas ke klinik.,5
"sejak adanya mobile JKN jadi lebih mudah dalam perawatan kesehatan, semoga bermanfaat buat saya pribadi dan semua orang,terima kasih",5
"inilah hidup di negara Konoha banyak aturan,, mau login aja ribet nya setengah modar,,selalu gagal, padahal nik sudah benar, kirim no otp, ngga tau kirimnya kemana,, coba kirim ke no WA aja ko ribet banget hidup di negara ini yah",1
sangat membantuu,5
ini aplikasi ampas banget reset Password kirim otp nya aja ga terkirim kirim kebanyakan di korupsi ya gini,1
bagusss,5
sangat membantu,5
terimakasih,5
selalu log out sendiri pas masuk dan lupa ps otw tidak dikirim gangguan trus,1
BAGUS,5
sangat bermanfaat sekali,5
diperbaiki lg pelayanan,3
sangat membantu,5
sangat membantu,5
"mau lamar kerja butuh skck, buat skck butuh bpjs aktif, sedangkan bpjs yg ga aktif ga bisa buat skck, kalau kebutuhan buat lamar kerja tuh gimana dong?? manusia butuh kerja buat bayar segala keperluan dan termasuk bayar bpjs, ya kalau semua dipersulit org gimana bisa kerja, guuoookiiilll",1
uji ciba dulu,4
bagus,5
"Mantap, banyak kemudahannya. BPJS KAB. LEMBATA, Terbaik terutama Ibu Herlina banyak membatu konsultasi peserta💪💪💪",5
"cuman sering log out sendiri kadang2, pasword tidak di kenali",5
bagus tapi tiap udah daftar antrean kenapa selalu hilang dan gak bisa di ss,4
mudah,5
bagus,5
mantap,5
instal tidak bisa,5
aplikasih yang luar biasa,5
"mohon tim it ditingkatkan BPJS wajib pakai JKN tapi pas butuh JKn ngebug tidak bisa diakses, internet lancar, kuota dokter ada, diaplikasi tidak bisa",2
okee,4
mudah,5
bagus lebih mudah pelayanannya,5
ok,5
logout sendri .. tolong dong jngn Kya gtu .. mau daftar jadi ribet bgt .,5
sangat luar biasa bagus,5
saran aja kak minimal bisa di tangkap layar jadi enak klo lagi ada perlu gk ush mke 2 hp,2
sangat membantu,5
bagus sangat membantu,5
payah..!! udah ganti autodebet dari BCA ke BRI lewat aplikasi eh masih kepotong di bank BCA.. nanya ke kantor bpjs langsung eh malah disuruh ngurus ke Bank.. pihak bank e bilang suruh ngurus ke kantor bpjs.. ujung2e dilempar sana lempar sini gak jelas.. sisteme aplikasine KOPLAAAKKK..!!! gak profesional blass..!! kecewa..,1
"mau berobat semakin susah ganti sandi gak bisa karna kode otp nya gak keluar"" memang aneh ni apk tolonglah jangan dipersulit, kalo bikin aplikasi yg memudahkan lah jgn malas kalian dibayar pake uang negara pajak masyarakat kecil, BACA INI TIM IT APK JKN!!!",1
semua berjalan dengan baik...ok,5
"kadang capta muter muter terus., waktu login",5
Sangat membantu,5
mantaappp,5
mantap terimakasih,5
penggunaan aplikasi jkn lebih mudah dan gampang,5
bagus mudah digunakan,5
setiap mau log in GK BS.kok susah banget ni aplikasi,1
👍👍👍👍,5
log in ribet banget sering trouble,1
Bagus. selalu Menjadi yang terbaik,5
sangat membantu pelayanan baik,5
aplikasi yang sangat mudah digunakan,5
bagus,5
mantap,5
mantapppp,5
oke,5
tidak bisa menerima otp padahal sudah dicoba berkali kali. stress,1
memudahkan urusan,5
mantaaf,5
mantap,5
bagus dan smoga terus berkembak apk jkn nya,5
setelah update susah masuk nya.catpcha tidak bisa tampil putar putar terus,5
Bagus sangat membantu,5
luar biasa,5
pelayanan baik,5
aplikasi sangat bermanfaat buat usaha saya,5
"aplikasi ga jelas, perbaiki aplikasinya menyusahkan orang!!",1
aplikasi ini sangat membantu🙏,4
ok bnget,5
Sangat membantu,5
sangat membantu🥰,5
ok,5
aplikasi nya payah logout sendiri pas login NIK salah email salah pdhl email udh benar,1
lebih mudah mengaksesnya.dan tingkatkan pelayanannya demi masyarakat damai sejahtera.,4
aplikasi ngk jelas udahh terdaftar malh di sruh daftar lagi emng aplikasi ngk jelas,1
ok cepat lebih mudah,5
"tolong jangan selalu log out otomatis, dan jangan selalu meminta pin",1
oke,4
"kenapa sih akhir2 ini sering Trouble trussss padahal berguna bgt, tapi tolong diperbaiki lagi yah",1
res pon cepat,5
"alhamdulillah semenjak ada apk ini, yg tidak memiliki jkn tidak dapat no antri,knpa harus yang sakit yang harus punya akun jkn?? knpa pendamping pasien tdak bisa ambil antrean lewat akun jkn orng lain, jdi ribet",1
perlunya Biometrik yang bersuara mengarahkan pemakai yang cacat mata minus bisa mendengar tanpa kacamata,2
jos,5
"ini kenapa daftar antrian faskes tingkat lanjut tiba tiba ilang, padahal baru kemarin daftar antrian",1
"semenjak pake aplikasi ini, mudah di gunakan dan sangat membantu sekali good job",5
good,5
top,5
ini aplikasi tolol keluar sendiri masuk lagi ga bisa,1
susah banget verif wajahnya ! nyusahin,1
kenapa sudah daptar antrian dan klik setuju selalu mental bikin resah lah aplikasi ini coba kenapa itu tolong di perbaiki,4
"Semoga pelayanan berobat lancar , Aamiin",5
"saya kasih bintang 1 karna aplikasinya bukan mempermudah tapi mempersulit pemaksaan daftar autodebt tp msih ttep aja gagal terus udh coba berkali² ttep gagal padahal data no hp email alamat sudah sesuai malah jengkel dan akhirnya harus bolak balik kantor bpjs percuma saja jdinya klo gabisa lewat aplikasi, daftar autodebt bca keterangan selalu offline, lewat doku gagal padahal ini kita mau bayar mandiri bukan pbi!",1
ok,5
baik,5
membantu dlm pelayanan kesehatan utk lbh cepat ditangani,5
Sangat nyaman dan membantu,5
"tutorial bisa dari Google, alhamdulillah lancar",5
bagusss,5
sangat menbantu,5
bagusssss,5
memudahkan pengguna,5
semoga lebih di permudah,5
ok,5
kenapa pas skrining kesehatan di isi tidak semua tapi malah hasilnya beresiko kan konyol ? itu hasil test gimana padahal isi tidak semua yg harusnya gak ada indikasi beresiko penyakit apapub,5
baik,5
apa2 gagal,1
"sangat membantu, mempermudah, sesuai keperluan,",5
sangat bermanfaat,5
sering gangguan,5
mantap,5
ok,5
aplikasi jelek scan wajah susah.,1
udah berapa kali di istal tetep aja engga bisa masuk ke aplikasi JKN pass ada salah Imel salah,1
kenapa fitur kartunya tidak bisa di tampikan semua?,3
sanagat terbantu,5
keren aplikasi mobile jkn,5
Cepat dan mudah,5
mantap,5
mantaf,5
Kak saat ini setelah pembaharuan aplikasi kok jadi ngak bisa digunakan ya. mau loggin tidak bisa mohon segera dibenahi aplikasi Mobile Jkn nya 🙏,3
aplikasi pelayanan kesehatan yang sangat berguna,4
Sangat membantu dan mudah untuk melakukan perubahan data,5
mempemudah untuk melakukan antrian,5
"Sering log out tiba-tiba, tiap mau login masukin NIK, password, dan captcha terdeteksi salah terus, aplikasi seharusnya mempermudah ini malah bikin ribet apalagi selalu eror tiap mau pendaftaran, kalau belum siap sebaiknya tidak usah pakai aplikasi semacam ini bener-bener bikin repot.",1
jossss,5
Pelayanan bagus,5
keseringan offline...kalo offline lama,1
priroritas,5
kurang maksimal daftar antrian online tapi tetap pas datang ke faskes antriannya malah lama tidak sesuai nomor antrian online,1
"aplikasi nggak jelas, udah masukin nik dan password yang benar, malah dibilang salah. ini gimana aplikasi pemerintah kok begini banget",2
sangat bagus sekali,5
"sudah update domisili,dan ada pemberitahuan aktif mulai per bulan depan . eh setelah masa aktif ku cek lagi malah ga bisa . mau update lagi perlu verifikasi wajah dan malah sangat ribet sekali astagfirullah, gagal terus .",1
ok,5
ok,5
"ini gimana solusinya rekam wajah pasienny ,mana harus sisi kanan kiri,,gagal terus karna pasien stroke tidk mudah untuk menggerakan kepala,,",1
masa ga bisa bni? harus bikin rek baru buat bpjs? kocak,1
sangat membantu,5
aplikasi busuk.bukannya mempermudah malah mempersulit.,1
sangat bermangfa'at buat kita berobat jadi lebih mudah pokoknya top lah 👍👍👍,5
lumayan,5
bagus,5
sangat bagus,5
aplikasi yang gercep,5
sangat membantu,5
OTP tidak dikirimkan,1
Info kesehatan semakin mudah,5
top markotop,5
luar biasa,5
lebih mudah dan sangat membantu,5
sangat Bagus,5
sangat memudahkan untuk daftar berobat,5
sangat membantu,5
keseringan log out sndri MW masuk lagi susah. pdahal sering bngt saat2 lagi d butuhkan bngt MW ambil no antrian tpi sllu bermasalah trouble lah....ampun dech pdhl tiap bulan bayar tpi stiap MW d pke susah bngt MW ambil antrian online juga..,1
jos gandos,5
"membantu bila ada sakit,tanpa mikir biaya besar, untuk pekerja yg terdampak resiko kecelakaan,bagi pekerja yg golongan masyarakat bawah",5
sangat membantu kami,5
kenapa Antrian Online tidak bisa di Screenshoot setelah diupdate padahal ini penting,2
Surat Rujukan tidak muncul saat dimuat,1
JKN joss,5
Alhamdulillah sangat membantu,4
ko saya susah mau verifikasi lupa kata sandi,2
makasih,5
mau daftar sulit,1
"hari ini (05/01/26) apa cuma aku yang ngelag..? tidak muncul, hanya gelap saja. untuk aplikasi lain padahal bisa...",4
"selalu log out otomatis dan susah buat muncul menu utama pdhl jaringan stabil tpi koneksi tidak terhbng, dan tiket antrian online hilang di konfirmasi ke RS masih ada alhasil daftar wajib manual. kacau parah aplikasi ny tolong di service kembali",1
ok,5
Alhamdulillah cukup membantu,5
sangat susah untuk meminta no antrian juga bukan mudah di gunakan malah susah di gunakan,1
sering eror tiba tiba,1
good,5
kenapa setelah di-update mau login notif NIK salah??,1
mantap,5
membantu,5
"sekarang BPJS yang di tanggung pemerintah sdh di nonaktifkan sejak akhir bulan,bagaimana sulusinya agar di tanggung pemerintah,berharap banget untuk berobat ,biaya rumasakit mahal,mohon di bantu",1
sangat merepotkan telat bayar BPJS langsung di bekukan 2 Minggu kalau pasien nya kritis udah meninggal duluan kebijakan yg sangat merepotkan masyarakat kecil,1
good,5
pelayanan lebih cepat,5
"aplikasi eror pdhal lagi butuh bgt buat kontrol nya ibu🥺 pas mau ganti nomer tuh selalu gabisa plis,tlg di perbaiki",1
ok,5
busuk mau login ngga bisa captcha nya ngga keluar,5
Gak mutu. Aplikasi paling busuukkk sedunia,5
"Aplikasi hanya gimmick, error melulu. Developer tidak kompeten, buang-buang anggaran negara",1
keren,5
ok,5
Servernya tolom gabisa dicancel,1
mantap,5
"aplikasi gak guna, mau ngerubah data peserta aja gak bisa, udah nyoba berapa kali jawabannya tetap coba lagi",2
sering terjadi error,1
dari pagi susah login,4
mantap,5
tiba² keluar dari akun dan tidak bisa login lagi,1
luemot ket mau log in coba lagi.twerusss 😭😭😭😭,1
ok,5
ini kenpa oii develovernya mau masuk ngga bisa bisa muter trus captchanya padahal jaringa stabil dan juga verifikasi otp nya ngga dikirim kirim,2
"selalu log out sendiri,,, tiap mau masuk kembali selalu sulit jaringannya",1
aplikasi log out sndri.. pas mau login susah... tolong di perbaiki...,3
sangat memuaskan,5
"mobile JKN lagi eror terus nih,mana hari ini jadwal kontrol tapi aplikasi gabisa bisa dibuka,udah daftar dari tanggal 30 malah aplikasinya eror. sekarang sering eror nih",3
muter2 ga masuk2 pdhl koneksi aman. ya namanya punya pemerintah isinya bukan orang yg berkompeten dibidangnya yg pnting asn.,1
mempermudah bayar iuran bulanan dan mempermudah untuk daftar secara online dirumah sakit tujuan,4
"aplikasi macam apa ini, mau regist aja ribet banget, captcha nya gak muncul Muncul, verifikasi wajah gak berfungsi, bikin aplikasinya make kaki kah?",5
kalo mau buat minimal bagusin dulu aplikasinya orang mau daftar jadi susah bukan buat gampang malah buat susah masyarakat,1
apk se genting & se urgen ini sering bgt eror internet padahal sinyal kencang. mungkin klo ada pilihan lain syh gk bakal pake ini apk. mengecewakan,1
"Aplikasi yg menyusahkan, jelek, logout sendiri, login susah",1
"Mau daftar dokter nya gaada, mau login captcha error loading mulu",3
"ini gmna ko eror, mau daftar faskes 1 malah keterangan sudah habis waktunya, trus keluar aplikasi sendiri. pas mau masuk lagi kode captcha nya ga muncul"". parah sekelas aplikasi kesehatan Nasional ga dipelihara 🤦‍♂️",1
Buruuk..!!!,1
"tidak membantu, menggunakan aplikasi ini hanya bua ribet dan tidak ada solusi",1
sering log out,1
"aplikasi buruk, sering error, saat login captcha tidak muncul. saat sudah login fitur di dalamnya sering tidak bisa di gunakan keterangan offline padahal jaringan bagus",1
kenapa susah sekali untuk mendaftar mobile jkn padahal ayah saya harus kontrol dan katanya daftarnya harus di aplikasi ini.tolong permudah pendaftarannya,5
"tolong kode captcha kakau mau masuk, jangan lama skli muncul orang kadang lagi buru"" yang kasih emosi kode"" nya",1
"log out otomatis , captcha code tidak muncul saat login , mau ambil antrian tidak dapat diproses",1
"kalo lagi di butuhin malah eror aplikasinya, kocak",1
"tolong dong di perbaiki lagi aplikasinya, saya login captcha loading trs gak nongol², gimna mau cek in kalau sampai kontrol ke dokter blm bisa log in.. awal tahun aplikasi makin parah aja",1
"halo min, ini knp ya tiap update logout terus? dan ga ada kode captcha nya saya udah restart hp beberapa kali tp ttp ga muncul juga kode captcha nya, tolong jangan di persulit ya karena sakit pun ga ada yang tau, tolong bantuannya ya, terima kasih",4
"BPJS menon aktifkan kartu sewenang², kalau alasannya pemutahiran data, bisa ngak dikasih pengumuman ke peserta (min di apps). Tahun baru harus kecewa karena ini, gimana kalau ada kegawatdaruratan di Tahun baru. Aplikasi ngak bagus2 amat. tolong tingkatkan kapasitas apps sesuai banyaknya peserta sehingga apps tidak mudah error.",1
"buat pihat IT, ini tolong apk nya dibenerin, Captcha nya lama, kalo udah ngisipun masih tetep gabisa, tolong dibenerin lebih baik lagi",1
